frame,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
406,3.38333333,-89.75979414,14.03307642,-182.55546351,0.91714828,0.50357121,-0.60492657,2.37295447,10.12410493,-8.43562565,13.44695748,0.23469368,16.50512927,-2.82073428,-7.49999987,6.65397154,-26.98108568,-23.13247492,31.25876947,0.54556845,33.87902875,17.42302381,-7.49999987,-8.30674809,18.62730247,6.02678191,40.73568497,0.31433788,19.42583535,49.98781482,79.64241613,36.29021165,4.30944369,16.23124694,53.08300885,87.47364454
407,3.39166667,-89.7596709,14.17871809,-182.39762996,0.91740756,0.50644541,-0.60525415,2.3299569,10.39738256,-7.89764666,13.64132017,0.23808595,16.12805391,-3.99815442,-7.49999987,6.77125129,-27.29208692,-23.02817165,31.77626495,0.55460045,33.72103368,17.36813349,-7.49999987,-7.98412109,18.79488397,5.84663355,40.77740376,0.42443287,19.32078515,50.9591986,81.26593082,36.1608544,4.48428404,16.05110395,54.04501833,88.98912813
408,3.4,-89.76231714,14.22745818,-182.16762834,0.9175993,0.50889629,-0.60536881,2.5282156,10.40934961,-8.18817934,14.24777619,0.24867061,16.17550102,-4.18526119,-7.49999987,6.93817185,-27.51787086,-23.06729761,32.19182114,0.56185327,33.53504656,17.44479073,-7.49999987,-7.69646488,18.79747128,5.6506648,40.88822301,0.43707752,19.25052238,51.96426583,80.59546672,36.18713591,4.41364301,15.67764271,55.22961447,87.94177357
409,3.40833333,-89.76694476,14.04669696,-182.00972393,0.91809615,0.51129078,-0.60523302,2.74176153,10.13507839,-8.32232369,14.89797389,0.2600187,16.12616608,-4.34249199,-7.49999987,6.98363295,-27.34490687,-22.7795844,32.35467093,0.56469554,33.18265347,17.33007349,-7.49999987,-7.41166156,18.5718603,5.51858021,40.99597765,0.4033393,19.14969087,52.86639864,80.45797245,36.27713563,4.42665146,15.4171984,56.1388924,87.74702792
410,3.41666667,-89.7673362,13.95197798,-181.91143558,0.91868947,0.51342674,-0.60527455,2.96607994,9.96205451,-8.45943088,15.54586971,0.27132661,15.97848055,-4.34307403,-7.49999987,7.04775328,-27.33886976,-22.57378668,32.70205184,0.57075848,33.02351322,17.47780624,-7.49999987,-7.19898165,18.42317113,5.45780885,41.16822121,0.29700105,19.19941223,53.80511764,81.0596976,36.44179872,4.38673331,15.40585404,56.99487212,88.74512111
411,3.425,-89.77364763,13.65706066,-182.03980888,0.91967419,0.51593309,-0.60573774,3.100976,9.6334843,-8.17584151,16.08334605,0.28070734,15.81059559,-4.69737978,-7.49999987,6.83850219,-27.01763597,-22.59797552,32.7459081,0.57152391,32.67584205,17.2890899,-7.49999987,-6.98883647,18.01198181,5.60822928,41.17401237,0.37388804,18.9379203,54.5745091,81.98024578,36.52516359,4.32178609,15.42004514,57.7686077,89.72145697
412,3.43333333,-89.78121525,13.42625105,-182.09047048,0.92069241,0.51841356,-0.60587331,3.35616483,9.27642321,-8.30014278,16.8289919,0.29372132,15.77447054,-4.62102313,-7.49999987,6.71586112,-26.79467867,-22.7784451,32.81411237,0.5727143,32.21341269,17.23743807,-7.49999987,-6.76613404,17.71921184,5.71801421,41.20273184,0.39380485,18.53864305,55.27079221,82.87438258,36.53773358,4.13059773,15.09732946,58.73177745,91.14774699
413,3.44166667,-89.7855918,13.37837442,-182.04497841,0.92184639,0.52071962,-0.60587954,3.60543339,9.12479812,-8.60356189,17.52191881,0.30581517,15.49012651,-4.56445234,-7.49999987,6.79971089,-26.85755915,-22.83368889,33.22323709,0.57985488,31.7349612,17.26549727,-7.49999987,-6.54431306,17.68237996,5.685109,41.29227563,0.25273454,18.91004491,56.22592838,81.6673739,36.55690914,3.98588252,15.12147712,59.68824628,90.06379826
414,3.45,-89.78630271,13.54772739,-181.71808302,0.92302274,0.52288613,-0.60562526,3.76656854,9.25900165,-8.93812722,17.9392457,0.3130989,14.9419229,-4.71055051,-7.49999987,7.04944265,-27.1784172,-22.54157369,33.65796185,0.58744225,31.40186562,17.47353991,-7.49999987,-6.27430291,17.87417175,5.4230057,41.40649213,0.11498322,18.84036911,56.91860468,81.68516459,36.58051574,3.97646983,14.99091667,60.4694477,90.04910064
415,3.45833333,-89.78957413,13.46633805,-181.71844902,0.92467466,0.52496019,-0.60557786,3.91707892,9.1246419,-8.77326291,18.35829276,0.32041265,14.37501293,-4.8466498,-7.49999987,6.96666959,-27.07414404,-22.3739772,33.69532231,0.58809432,30.97702855,17.29260678,-7.49999987,-6.07721283,17.79807897,5.46132335,41.47581823,-0.01872485,18.86413453,57.62969832,82.93780582,36.59729571,3.94802512,14.82527744,61.14474988,91.40385949
416,3.46666667,-89.79354648,13.19539676,-181.76864046,0.92640044,0.52700559,-0.60549016,4.13771952,8.68949582,-8.86145613,18.99749036,0.33156876,13.99799567,-4.57229624,-7.49999987,6.89741461,-26.78825515,-22.36689687,33.83386674,0.59051237,30.59806852,17.28189284,-7.49999987,-5.86995466,17.50691993,5.51051996,41.61353168,-0.23113664,18.9816338,58.27955949,82.97454126,36.68269095,3.84330903,14.92378556,61.72500869,91.53569518
417,3.475,-89.79657588,13.12266576,-181.54756842,0.9280811,0.52903259,-0.60505264,4.36511332,8.43527519,-9.21540839,19.6628093,0.34318076,13.6209318,-4.29137452,-7.49999987,7.15041428,-26.82297229,-22.14570928,34.34874435,0.59949868,30.13825159,17.4034246,-7.49999987,-5.59831525,17.43597483,5.32865034,41.72469531,-0.40241476,18.79652903,58.82876293,82.96353868,36.79120913,3.77707937,14.96533373,62.21864703,90.99625544
418,3.48333333,-89.80014702,12.93712732,-181.62961412,0.93027455,0.53101233,-0.60531311,4.52565411,8.19336883,-8.75463826,20.15146914,0.35170949,12.95105371,-4.55431887,-7.49999987,7.11083401,-26.60313347,-21.92459119,34.56603443,0.60329111,29.5335829,17.09046035,-7.49999987,-5.43633647,17.23686493,5.43488811,41.73692016,-0.56507142,18.90539181,59.47535017,83.91645844,36.82601686,3.6931316,14.90286559,62.71221316,91.92719599
419,3.49166667,-89.80341263,12.65258811,-181.59792059,0.9323716,0.53287406,-0.60525193,4.83557188,7.75231699,-8.87077094,20.88512338,0.36451417,12.454094,-4.43312764,-7.49999987,7.12228751,-26.32240653,-21.80088281,34.71443917,0.60588126,29.02434508,17.20512752,-7.49999987,-5.23287919,16.88313995,5.46710967,41.75997176,-0.7945474,19.08114605,60.08516646,83.61313729,36.84895795,3.55714769,15.08959742,63.27684783,91.61720818
420,3.5,-89.80437029,12.51473906,-181.32380145,0.93453987,0.53459252,-0.60503293,5.17898611,7.44057975,-9.42376353,21.55025534,0.37612291,11.72359546,-4.41768691,-7.49999987,7.36487513,-26.18663737,-21.33756808,34.90629099,0.60922971,28.21683584,17.10329736,-7.49999987,-5.00899831,16.70187656,5.1923819,41.73399514,-0.82874797,19.18319714,60.64920714,83.08523521,36.83551542,3.38885449,15.14094886,63.93806124,91.31870287
421,3.50833333,-89.80563767,12.44125108,-181.09540633,0.9372665,0.5359035,-0.60469342,5.44479173,7.18938905,-9.76223203,22.04036249,0.38467689,10.82558076,-4.33692936,-7.49999987,7.62925806,-26.10584267,-20.83202094,35.14760242,0.61344139,27.40959269,16.91148077,-7.49999987,-4.82852673,16.61120718,5.08387378,41.78771675,-0.93985184,19.32561127,60.47053558,83.53325219,36.97112068,3.31226359,15.2737691,64.34786218,91.80342467
422,3.51666667,-89.8086031,11.92275443,-180.99433928,0.93947449,0.53763265,-0.60450062,5.74782546,6.38624106,-9.97502165,22.68078028,0.39585429,10.30628016,-4.01746253,-7.49999987,7.68718343,-25.49016224,-20.61639684,35.18180163,0.61403828,26.64280805,16.6904509,-7.49999987,-4.62798407,15.99261962,4.95604114,41.75302953,-0.96376322,19.29186312,61.43939811,83.73415101,37.00092294,3.09879026,15.40258333,64.76031654,93.15014783
423,3.525,-89.80822739,12.05211682,-181.06333603,0.94232829,0.53877065,-0.60454511,5.74258392,6.5778195,-9.75407919,22.6234212,0.39485319,10.07808362,-4.23018047,-7.49999987,7.69169058,-25.71865637,-20.74803797,35.24401446,0.61512409,26.55412989,16.81572038,-7.49999987,-4.56351762,16.14487932,5.03523823,41.80657526,-0.98718446,19.36080547,61.5693991,83.36346709,37.0146507,3.08829655,15.41363636,64.87340483,92.48424959
424,3.53333333,-89.80617215,11.6111724,-180.82217335,0.94413832,0.54017044,-0.60416791,6.50980918,5.66755555,-10.57888886,24.10221334,0.42066298,8.97306582,-3.4918599,-7.49999987,8.07754985,-25.34396834,-20.3229882,35.78042317,0.62448619,25.28703267,16.77419154,-7.49999987,-4.38365012,15.61491135,4.91840817,41.82464159,-1.12741358,18.71034812,62.3748847,84.27194762,37.06386968,2.88554514,15.58278618,65.64427638,91.92650462
425,3.54166667,-89.80692266,11.48413993,-180.78106282,0.94672082,0.54142608,-0.6039273,6.62594044,5.4813329,-10.63871994,24.26330415,0.42347454,8.70052144,-3.46417359,-7.49999987,8.15820892,-25.14355365,-20.05334153,35.78306194,0.62453225,24.96044086,16.43321816,-7.49999987,-4.25044641,15.48122652,4.87221808,41.89088233,-1.15026424,18.74423979,62.48764016,85.32779916,37.10726404,2.85838929,15.53021782,65.76045868,92.7881662
426,3.55,-89.80903581,10.9193999,-180.54637344,0.94925387,0.54258199,-0.60317584,7.23967417,4.38981989,-11.6460677,25.53175535,0.44561319,7.59684509,-2.43210386,-7.49999987,8.48781616,-24.49168147,-19.57783144,36.1564106,0.63104841,23.49195777,16.13467806,-7.49999987,-4.09861477,14.81062539,4.70120813,41.85620432,-1.44104686,18.88582455,62.89147944,85.1080622,37.11890791,2.71757184,15.60443045,66.42497785,92.38191634
427,3.55833333,-89.80929402,10.7211064,-180.35210299,0.95160654,0.54361202,-0.60280319,7.55594828,3.97801724,-12.03545627,26.08816145,0.45532431,6.75554806,-2.07092871,-7.49999987,8.80679436,-24.27154122,-19.172889,36.46396311,0.63641621,22.59027267,15.84623569,-7.49999987,-3.99155236,14.54828679,4.58697887,41.91857942,-1.52310328,18.65854932,63.25806971,85.49409959,37.16086188,2.64603551,15.72917508,66.76279916,92.47434118
428,3.56666667,-89.81073895,10.38101077,-180.28576623,0.95396318,0.54465012,-0.60272965,7.87308491,3.42665322,-12.38804428,26.63683908,0.46490054,5.93732155,-1.83477625,-7.49999987,9.00212612,-23.89134253,-19.00502657,36.68752858,0.64031817,21.48330693,15.45335383,-7.49999987,-3.9165638,14.15049478,4.46116988,41.7980411,-1.61652511,19.28034114,64.07942482,84.45980915,37.16761567,2.4339301,15.92576045,67.16310711,92.01786343
429,3.575,-89.81086711,10.36701255,-180.16868474,0.95651167,0.54560012,-0.60230708,7.9298354,3.32240553,-12.70907975,26.74521298,0.46679203,6.00613911,-1.53938317,-7.49999987,9.10183639,-23.923874,-18.98153796,36.76603352,0.64168834,21.45796905,15.65029191,-7.49999987,-3.82044974,14.14441873,4.33452222,41.83347059,-1.60593808,19.34051216,64.09348101,84.47794122,37.18258134,2.40435695,15.89987141,67.23283395,92.28056108
430,3.58333333,-89.81196059,10.20672418,-180.33015536,0.95874736,0.54649988,-0.60248122,7.99431852,3.16672471,-12.46353004,26.81381713,0.46798939,5.98742537,-1.64289333,-7.49999987,8.99476137,-23.68627147,-19.03446096,36.64645835,0.63960136,21.37288169,15.34547302,-7.49999987,-3.80398844,13.95898655,4.51202955,41.85444465,-1.60899698,19.34014423,64.11124713,84.22405874,37.2310355,2.39935471,15.93698846,67.22156917,92.02079387
431,3.59166667,-89.8129404,9.64154417,-179.92750515,0.96089853,0.54764805,-0.60182207,8.56453547,2.0158381,-13.81025723,27.78448881,0.48493081,3.65177875,-1.1014034,-7.49999987,9.50527279,-23.07753717,-18.57488215,37.0332253,0.64635171,18.70249655,15.16228045,-7.49999987,-3.60398164,13.2201824,4.37968049,41.87008482,-1.93409036,18.95157736,64.02110538,86.59059562,37.34301857,2.26782279,16.18674487,67.65259573,93.02440728
432,3.6,-89.81386824,9.49002532,-179.94765094,0.96318408,0.54880037,-0.60192537,8.650528,1.77812306,-13.93469954,27.90818698,0.48708975,3.50847533,-0.96674551,-7.49999987,9.48833978,-22.99604948,-18.73551195,37.02340698,0.64618035,18.4901542,15.35526987,-7.49999987,-3.49906058,13.04229979,4.39915776,41.90681945,-2.00885841,19.07885549,64.38762328,86.07647032,37.31892246,2.18586413,16.25109871,67.83354405,92.35765261
433,3.60833333,-89.81446447,9.38848697,-179.9689848,0.96542648,0.54974622,-0.60193198,8.6886955,1.66003174,-13.8700767,27.94597857,0.48774934,3.41416616,-1.02202352,-7.49999987,9.47140901,-22.85890979,-18.69081337,36.95784501,0.64503608,18.37246974,15.19377109,-7.49999987,-3.46333373,12.91294461,4.45310635,41.90181201,-2.02857183,19.01701562,64.47659875,86.38523121,37.35157903,2.17598039,16.26529582,67.81921194,92.72764454
434,3.61666667,-89.81486276,9.23772415,-179.9064057,0.96740602,0.55056253,-0.60160704,8.77035402,1.42382425,-14.00317393,28.08808998,0.49022965,3.33503088,-0.89600207,-7.49999987,9.52805163,-22.66108977,-18.54273272,36.951687,0.6449286,18.18796299,15.01752951,-7.49999987,-3.39893207,12.73210364,4.41050601,41.89690928,-2.04198967,18.98431029,64.57889507,86.83435707,37.3809749,2.13796395,16.26799456,67.85446893,93.29970172
435,3.625,-89.81327963,8.88058357,-179.53503809,0.96881299,0.55164967,-0.60129357,9.16506067,0.72557659,-14.74657666,28.80841053,0.50280162,1.16705071,-0.75869804,-7.49999987,9.98855812,-22.40321494,-18.12142442,37.39222285,0.6526174,15.91743321,14.85104007,-7.49999987,-3.26081092,12.21098271,4.05712844,41.5496533,-2.15593192,19.00333216,65.92040018,86.40013979,37.19571441,1.70838156,16.40435845,68.78064068,93.58970921
436,3.63333333,-89.81421521,8.69312928,-179.67287869,0.97041171,0.55254173,-0.60135796,9.25899814,0.43477058,-14.60047455,28.92422507,0.50482296,1.11421395,-0.74237509,-7.49999987,9.89308705,-22.17065236,-18.27044632,37.29801062,0.65097309,15.81344687,14.76308856,-7.49999987,-3.23553636,12.00142627,4.2345835,41.56112475,-2.17550082,19.07815978,65.95270781,86.28627061,37.23269362,1.68678216,16.43978106,68.82977476,93.56347175
437,3.64166667,-89.81402316,8.75755454,-179.60499577,0.97174522,0.55341383,-0.60142765,9.2701591,0.40559876,-14.61424209,28.89796113,0.50436457,0.99414,-0.91755963,-7.49999987,9.96992854,-22.22982211,-18.16285371,37.32019502,0.65136028,15.70121544,14.77715481,-7.49999987,-3.17441531,12.05791172,4.1876302,41.60162388,-2.24073159,19.11489522,66.04137301,86.37485422,37.25515362,1.69400337,16.40230477,68.88742621,93.67711638
438,3.65,-89.81474716,8.60524412,-179.66967232,0.97330988,0.55428393,-0.60160654,9.31688803,0.19362977,-14.58855202,28.99492729,0.50605695,1.01160624,-0.83307843,-7.49999987,9.89443085,-22.08753016,-18.32197617,37.28288633,0.65070912,15.69884814,14.87942392,-7.49999987,-3.15449198,11.88519673,4.28237597,41.62275135,-2.2582632,19.12615174,66.05457067,85.85472034,37.28726149,1.67414179,16.50389652,68.92324625,93.00035313
439,3.65833333,-89.81470764,8.65064959,-179.60333762,0.97388127,0.55448026,-0.60134225,9.29249511,0.27296899,-14.60453576,28.9368478,0.50504327,0.94727333,-0.91300601,-7.49999987,9.94588266,-22.10815497,-18.15249698,37.27836059,0.65063013,15.63970912,14.71529894,-7.49999987,-3.14057941,11.95864045,4.18278238,41.669778,-2.23845359,19.15794908,66.02473181,86.26851645,37.26422391,1.65848791,16.38871221,68.94195358,93.55821763
440,3.66666667,-89.81480661,8.76728941,-179.5998112,0.97474633,0.55506633,-0.60134227,9.24714749,0.46087252,-14.55882029,28.83816941,0.50332101,0.89409263,-0.98041684,-7.49999987,9.9671054,-22.29976205,-18.19801054,37.32252766,0.65140099,15.69038237,14.83046345,-7.49999987,-3.11694063,12.09342025,4.21684518,41.68261561,-2.27003625,19.15817546,66.06328627,86.19349846,37.26738653,1.68588203,16.40482605,68.94658373,93.42345438
441,3.675,-89.81479257,8.70157836,-179.66043125,0.97600422,0.55601069,-0.60157451,9.28457128,0.37112222,-14.49366017,28.89270891,0.5042729,0.87314404,-1.01343302,-7.49999987,9.91956771,-22.23526704,-18.2646059,37.27939638,0.65064821,15.62017176,14.80064654,-7.49999987,-3.09278078,12.01571676,4.2889203,41.70948182,-2.27706135,19.16426567,66.0893766,86.07251217,37.29494613,1.66329221,16.4147441,68.96701576,93.26066548
442,3.68333333,-89.81477557,8.74436479,-179.66144856,0.97637063,0.55638065,-0.60168216,9.26914845,0.43118405,-14.46152463,28.85273273,0.50357518,0.83094765,-1.07706138,-7.49999987,9.91481275,-22.30696705,-18.29562025,37.27539791,0.65057842,15.61524298,14.8568168,-7.49999987,-3.07397567,12.06025135,4.2789884,41.72571437,-2.2778854,19.19882665,66.10694379,85.83593303,37.29203953,1.64704095,16.41728822,68.98519236,92.98203262
443,3.69166667,-89.81483957,8.70748907,-179.61345262,0.97652942,0.55654272,-0.60154616,9.26896234,0.35408662,-14.56134085,28.87513958,0.50396626,0.85948208,-0.99409087,-7.49999987,9.9311652,-22.2436255,-18.23139903,37.26569426,0.65040906,15.59372968,14.83697813,-7.49999987,-3.06339124,12.0179995,4.23103695,41.74455633,-2.27827481,19.21473934,66.07479839,85.90503556,37.27834564,1.64469643,16.3832284,69.02112102,93.10155183
444,3.7,-89.81488252,8.7300854,-179.56679225,0.97662718,0.55663497,-0.60143331,9.26934887,0.37136799,-14.59680436,28.87097063,0.5038935,0.84917535,-1.0028911,-7.49999987,9.98149681,-22.26073725,-18.14791542,37.3047951,0.6510915,15.59817274,14.80309145,-7.49999987,-3.05737968,12.0433538,4.20072156,41.74290846,-2.2887375,19.16950443,66.09645356,86.22382445,37.30458264,1.6570815,16.37870675,68.98945407,93.48173488
445,3.70833333,-89.82085695,7.07868449,-179.57111054,0.97770071,0.55929117,-0.60086404,9.381451,-1.99755148,-15.05603643,29.43890876,0.51380589,-1.23913052,-0.76042875,-7.49999987,9.13658014,-20.38938659,-19.03794197,36.17979591,0.63145656,12.75780978,15.26307786,-7.49999987,-3.06585484,10.00897057,4.37518963,41.68826252,-2.85675522,18.93099311,67.19249672,85.80312102,37.06220984,0.98341854,16.67926337,70.40154679,91.96250082
446,3.71666667,-89.82024302,6.87513311,-179.5551211,0.97768484,0.55961154,-0.60068318,9.41868223,-2.32731606,-15.2586135,29.6242617,0.51704091,-1.10644446,-0.33510628,-7.49999987,9.07304278,-20.16464307,-19.13334958,36.14887909,0.63091696,12.77091873,15.33781879,-7.49999987,-3.09178582,9.78629128,4.38522461,41.68308469,-2.88668312,18.92485464,67.0893258,87.64662098,37.07852033,0.95565495,16.61903737,70.32623945,93.55186565
447,3.725,-89.82108311,6.68903741,-179.48009179,0.9774493,0.56019759,-0.60036332,9.38386339,-2.55706779,-15.4877951,29.70911492,0.51852187,-0.98745644,0.00681147,-7.49999987,9.0021745,-19.90431608,-19.09745315,36.03158301,0.62886976,12.84284322,15.30157833,-7.49999987,-3.11051104,9.58140378,4.29182016,41.71699992,-2.95346709,19.19624741,67.09525592,86.79803908,37.04495744,0.86577499,16.65852696,70.44427773,92.585402
448,3.73333333,-89.82101876,7.01059945,-179.45344997,0.97732751,0.56048103,-0.60057611,9.2194173,-1.99385736,-15.31008229,29.40489309,0.5132122,-1.2158032,-0.47568146,-7.49999987,9.01765624,-20.30397789,-19.02426062,36.05699214,0.62931323,12.88313951,15.37096755,-7.49999987,-3.13745678,9.95550407,4.33505365,41.68574016,-3.02869758,19.07704016,67.15299276,87.72873478,37.03123931,0.93624991,16.58356404,70.34808477,93.67214552
449,3.74166667,-89.82033716,6.8874253,-179.50171349,0.97696564,0.56071268,-0.60061148,9.28488038,-2.19927201,-15.32860841,29.54380381,0.51563665,-1.11829878,-0.27725,-7.49999987,8.98599156,-20.14341397,-19.09697808,36.05201346,0.62922634,12.87377868,15.31388584,-7.49999987,-3.17629324,9.82031859,4.32416664,41.74612057,-3.00105137,19.18932676,67.09022359,87.46998571,37.0206169,0.89685033,16.55015979,70.40098498,93.39671633
450,3.75,-89.82026476,6.91852817,-179.41587126,0.9766387,0.56112247,-0.60073282,9.20200347,-2.15095062,-15.36844051,29.43121052,0.51367153,-1.1330354,-0.38246552,-7.49999987,8.98441044,-20.15956663,-19.0169819,36.0053019,0.62841107,12.86731094,15.32686291,-7.49999987,-3.17360207,9.82175423,4.2836729,41.68145613,-3.02731506,19.06817445,67.09592303,88.27501797,37.02522465,0.9201676,16.52537027,70.29669712,94.31564539
451,3.75833333,-89.82188349,6.35284104,-179.38848931,0.97651386,0.56219527,-0.60020214,8.74708772,-2.7436117,-14.97681021,28.90211823,0.50443712,0.04304272,-0.58610516,-7.49999987,8.42736493,-19.29020328,-19.38009755,35.23232287,0.61492004,13.44319821,15.09831816,-7.49999987,-3.15226534,9.18193371,4.28164725,41.76472268,-3.29821784,19.07099132,66.53793897,88.17639614,36.92497714,0.82276379,16.47594557,69.77469046,94.07069644
452,3.76666667,-89.82054871,7.58616555,-179.4216949,0.97608037,0.56276917,-0.60122026,8.25582269,-0.92441301,-14.48104538,27.91266794,0.48716796,-0.20832225,-1.44299101,-7.49999987,8.44614502,-20.96672145,-19.74672947,35.42796828,0.61833469,13.9462671,15.92893162,-7.49999987,-3.14564957,10.63132132,4.31317666,41.8840666,-3.50816791,19.15332033,66.21835238,88.30561721,36.7413335,0.92103504,16.15483117,69.60839318,93.88868044
